file,model,language,n,has_boxed,extracted,correct,extracted_but_wrong,unparsed
logs/2026-07-24T09-51-41-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-dan@refs-pr-16-synthetic-dan_mCLpq6jH9y38Z6aoViaCYo.eval,vllm/Qwen/Qwen3-8B,dan,500,500,500,437,63,0
logs/2026-07-24T09-51-41-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-eng@refs-pr-16-synthetic-eng_7unyDVkZBdDV5zy3tuHiRU.eval,vllm/Qwen/Qwen3-8B,eng,500,500,500,468,32,0
logs/2026-07-24T09-51-42-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-ara@refs-pr-16-synthetic-ara_6b4Sc9vrbaMhV8yrr5W8DK.eval,vllm/Qwen/Qwen3-8B,ara,500,500,500,436,64,0
logs/2026-07-24T09-51-42-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-deu@refs-pr-16-synthetic-deu_GDuKFfVGgExn9YqHXsXtQB.eval,vllm/Qwen/Qwen3-8B,deu,500,500,500,429,71,0
logs/2026-07-24T09-51-42-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-isl@refs-pr-16-synthetic-isl_7fFYc6E9mDy2QzWFBBRsr5.eval,vllm/Qwen/Qwen3-8B,isl,500,500,500,343,157,0
logs/2026-07-24T09-51-43-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-fra@refs-pr-16-synthetic-fra_KL2hUN6h4udNRqhkpagjco.eval,vllm/Qwen/Qwen3-8B,fra,500,500,500,443,57,0
logs/2026-07-24T09-51-43-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-hin@refs-pr-16-synthetic-hin_BfeBNNr9FiAiZeJ8h2j4tf.eval,vllm/Qwen/Qwen3-8B,hin,500,500,500,410,90,0
logs/2026-07-24T09-51-43-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-mar@refs-pr-16-synthetic-mar_CdZf5Cud2jvcp6APFLraxr.eval,vllm/Qwen/Qwen3-8B,mar,500,500,500,383,117,0
logs/2026-07-24T09-51-44-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-ita@refs-pr-16-synthetic-ita_SGAZjvx9UevwNPKYRMMLDJ.eval,vllm/Qwen/Qwen3-8B,ita,500,500,500,455,45,0
logs/2026-07-24T09-51-44-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-nld@refs-pr-16-synthetic-nld_SiaDBesSZjeMcd7oQb5RKc.eval,vllm/Qwen/Qwen3-8B,nld,500,500,500,438,62,0
logs/2026-07-24T09-51-44-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-rus@refs-pr-16-synthetic-rus_inWb6MmfwckDm6a6nhLEvh.eval,vllm/Qwen/Qwen3-8B,rus,500,500,500,428,72,0
logs/2026-07-24T09-51-45-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-jpn@refs-pr-16-synthetic-jpn_AuC8tiSJ6H4RMmew3SNHvF.eval,vllm/Qwen/Qwen3-8B,jpn,500,500,500,428,72,0
logs/2026-07-24T09-51-45-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-ukr@refs-pr-16-synthetic-ukr_PAiH7HrhAiguKUrzDsz6c4.eval,vllm/Qwen/Qwen3-8B,ukr,500,500,500,441,59,0
logs/2026-07-24T09-51-45-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-zho@refs-pr-16-synthetic-zho_Y88756G9yvTomexCpQdUmB.eval,vllm/Qwen/Qwen3-8B,zho,500,500,500,432,68,0
logs/2026-07-24T09-51-46-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-est@refs-pr-16-synthetic-est_MUeqbu6Cjc4ArqijW5LKgU.eval,vllm/Qwen/Qwen3-8B,est,500,500,500,387,113,0
logs/2026-07-24T10-34-10-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-dan@refs-pr-16-synthetic-dan_Qd3aCtgP2GzKRNekYtcFKy.eval,vllm/Qwen/Qwen3-14B,dan,500,500,500,469,31,0
logs/2026-07-24T10-34-10-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-eng@refs-pr-16-synthetic-eng_iVaFzoLcDGRxmDmctH4WiC.eval,vllm/Qwen/Qwen3-14B,eng,500,500,500,480,20,0
logs/2026-07-24T10-34-11-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-deu@refs-pr-16-synthetic-deu_ARPuANRRxBEGTy292sCNUR.eval,vllm/Qwen/Qwen3-14B,deu,500,500,500,457,43,0
logs/2026-07-24T10-34-11-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-isl@refs-pr-16-synthetic-isl_XgHPFjenWJskmQx895XdPL.eval,vllm/Qwen/Qwen3-14B,isl,500,500,500,450,50,0
logs/2026-07-24T10-34-12-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-ara@refs-pr-16-synthetic-ara_cdQTDz39Dg6GQCLMNp82Yi.eval,vllm/Qwen/Qwen3-14B,ara,500,500,500,465,35,0
logs/2026-07-24T10-34-12-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-hin@refs-pr-16-synthetic-hin_kooFtYPQvnZjQfmfp2rvV2.eval,vllm/Qwen/Qwen3-14B,hin,500,500,500,449,51,0
logs/2026-07-24T10-34-12-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-mar@refs-pr-16-synthetic-mar_GLi9bswzaCSXXfXjGAwf4B.eval,vllm/Qwen/Qwen3-14B,mar,500,500,500,449,51,0
logs/2026-07-24T10-34-13-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-fra@refs-pr-16-synthetic-fra_bABVQMUa65vQL5XgFNy3p9.eval,vllm/Qwen/Qwen3-14B,fra,500,500,500,454,46,0
logs/2026-07-24T10-34-13-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-ita@refs-pr-16-synthetic-ita_dtujeZVVSC3N7zmFdwxXQE.eval,vllm/Qwen/Qwen3-14B,ita,500,500,500,465,35,0
logs/2026-07-24T10-34-13-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-nld@refs-pr-16-synthetic-nld_UsaEKTrroWdq3UoHwEQ4No.eval,vllm/Qwen/Qwen3-14B,nld,500,500,500,464,36,0
logs/2026-07-24T10-34-13-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-rus@refs-pr-16-synthetic-rus_AKqZHsjDb5aCkiU4sJnQpz.eval,vllm/Qwen/Qwen3-14B,rus,500,500,500,450,50,0
logs/2026-07-24T10-34-14-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-jpn@refs-pr-16-synthetic-jpn_YSJzwuqCmP7Hg7JnJt6UTj.eval,vllm/Qwen/Qwen3-14B,jpn,500,500,500,457,43,0
logs/2026-07-24T10-34-14-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-ukr@refs-pr-16-synthetic-ukr_N9dKHhdK86iKSmodRzrupu.eval,vllm/Qwen/Qwen3-14B,ukr,500,500,500,458,42,0
logs/2026-07-24T10-34-14-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-zho@refs-pr-16-synthetic-zho_Roh5Dg47N6zJ7JLJYkg5cD.eval,vllm/Qwen/Qwen3-14B,zho,500,500,500,473,27,0
logs/2026-07-24T10-34-15-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-est@refs-pr-16-synthetic-est_Db7sVEkLAfpUSXDPLmCXWk.eval,vllm/Qwen/Qwen3-14B,est,500,499,499,452,47,0
logs/2026-07-24T12-42-06-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-dan@refs-pr-16-synthetic-dan_6JsVXSzXu8UceK5DoycMiW.eval,vllm/Qwen/Qwen3-14B,dan,500,500,500,467,33,0
logs/2026-07-24T12-42-06-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-eng@refs-pr-16-synthetic-eng_76dpycfFbPLDXwdycMJNCT.eval,vllm/Qwen/Qwen3-14B,eng,500,500,500,483,17,0
logs/2026-07-24T12-42-07-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-ara@refs-pr-16-synthetic-ara_bDkQbTe9RX8G5NGXZ8wwpx.eval,vllm/Qwen/Qwen3-14B,ara,500,500,500,455,45,0
logs/2026-07-24T12-42-07-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-deu@refs-pr-16-synthetic-deu_mXGgeDwyVBHLiaUKAU4z9a.eval,vllm/Qwen/Qwen3-14B,deu,500,500,500,456,44,0
logs/2026-07-24T12-42-07-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-isl@refs-pr-16-synthetic-isl_MWdpntE6kkZCqxUGrjkTKd.eval,vllm/Qwen/Qwen3-14B,isl,500,500,500,412,88,0
logs/2026-07-24T12-42-08-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-fra@refs-pr-16-synthetic-fra_NW57heSfdpLaDY5Ft2Th4E.eval,vllm/Qwen/Qwen3-14B,fra,500,500,500,454,46,0
logs/2026-07-24T12-42-08-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-hin@refs-pr-16-synthetic-hin_Vnt6JSbgPDajVjhTVKrqcA.eval,vllm/Qwen/Qwen3-14B,hin,500,499,499,430,69,0
logs/2026-07-24T12-42-08-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-mar@refs-pr-16-synthetic-mar_cghcqYQjugNR7GgpL3zVzB.eval,vllm/Qwen/Qwen3-14B,mar,500,500,500,417,83,0
logs/2026-07-24T12-42-09-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-ita@refs-pr-16-synthetic-ita_8J9VNcaqaboHFMiJMEqzZ3.eval,vllm/Qwen/Qwen3-14B,ita,500,500,500,463,37,0
logs/2026-07-24T12-42-09-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-nld@refs-pr-16-synthetic-nld_4JWVHrg2CjLjW3Wi6yGsYG.eval,vllm/Qwen/Qwen3-14B,nld,500,500,500,448,52,0
logs/2026-07-24T12-42-09-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-rus@refs-pr-16-synthetic-rus_8XxdYhPbFab7BKy2wL2ndJ.eval,vllm/Qwen/Qwen3-14B,rus,500,500,500,445,55,0
logs/2026-07-24T12-42-09-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-zho@refs-pr-16-synthetic-zho_foskWjkYhapfCGWZMt27bn.eval,vllm/Qwen/Qwen3-14B,zho,500,500,500,456,44,0
logs/2026-07-24T12-42-10-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-jpn@refs-pr-16-synthetic-jpn_SEfgpURVMqQts62TzzYo6o.eval,vllm/Qwen/Qwen3-14B,jpn,500,500,500,435,65,0
logs/2026-07-24T12-42-10-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-ukr@refs-pr-16-synthetic-ukr_XYRxFgFfdZgoAk6LJxmwLh.eval,vllm/Qwen/Qwen3-14B,ukr,500,500,500,462,38,0
logs/2026-07-24T12-42-11-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-est@refs-pr-16-synthetic-est_YtW5VY2iAwR3bsqTzmZhJe.eval,vllm/Qwen/Qwen3-14B,est,500,500,500,432,68,0
logs/2026-07-24T13-34-55-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-dan@refs-pr-16-synthetic-dan_EcZwE7YgA24QPvYH5Sm6TT.eval,vllm/Qwen/Qwen3-32B,dan,500,500,500,467,33,0
logs/2026-07-24T13-34-55-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-eng@refs-pr-16-synthetic-eng_PJLSYtAehWKemRt47mt2yd.eval,vllm/Qwen/Qwen3-32B,eng,500,500,500,487,13,0
logs/2026-07-24T13-34-56-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-ara@refs-pr-16-synthetic-ara_2KocSHT7ANaJNLkME8ByhR.eval,vllm/Qwen/Qwen3-32B,ara,500,500,500,480,20,0
logs/2026-07-24T13-34-56-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-deu@refs-pr-16-synthetic-deu_Gva2YnheuNNHCa9k6H3Ngs.eval,vllm/Qwen/Qwen3-32B,deu,500,500,500,460,40,0
logs/2026-07-24T13-34-56-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-isl@refs-pr-16-synthetic-isl_FumKeWHDjohatrCRJesmcE.eval,vllm/Qwen/Qwen3-32B,isl,500,500,500,448,52,0
logs/2026-07-24T13-34-57-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-fra@refs-pr-16-synthetic-fra_kfK2bqi9mvcuA8setp8nsK.eval,vllm/Qwen/Qwen3-32B,fra,500,500,500,457,43,0
logs/2026-07-24T13-34-57-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-hin@refs-pr-16-synthetic-hin_kEivEgn3XGVGJftywDFcpU.eval,vllm/Qwen/Qwen3-32B,hin,500,500,500,466,34,0
logs/2026-07-24T13-34-57-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-ita@refs-pr-16-synthetic-ita_ni7ehA8i7iW7kuLe2jkxig.eval,vllm/Qwen/Qwen3-32B,ita,500,500,500,474,26,0
logs/2026-07-24T13-34-57-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-mar@refs-pr-16-synthetic-mar_fJuMj7KSKevzo7sSWYVGEo.eval,vllm/Qwen/Qwen3-32B,mar,500,500,500,463,37,0
logs/2026-07-24T13-34-58-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-nld@refs-pr-16-synthetic-nld_FNa8RXZribjPWKmsGKKofM.eval,vllm/Qwen/Qwen3-32B,nld,500,500,500,466,34,0
logs/2026-07-24T13-34-58-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-rus@refs-pr-16-synthetic-rus_MR2nTJMUH7YvrTEEbxAHXL.eval,vllm/Qwen/Qwen3-32B,rus,500,500,500,455,45,0
logs/2026-07-24T13-34-58-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-zho@refs-pr-16-synthetic-zho_VisrCz6QWoPn22QRGjjDAp.eval,vllm/Qwen/Qwen3-32B,zho,500,500,500,479,21,0
logs/2026-07-24T13-34-59-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-jpn@refs-pr-16-synthetic-jpn_nKXWnGaJryUZCQSitsP9wi.eval,vllm/Qwen/Qwen3-32B,jpn,500,500,500,458,42,0
logs/2026-07-24T13-34-59-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-ukr@refs-pr-16-synthetic-ukr_jecMmNUyYnkcTQcybBfYNm.eval,vllm/Qwen/Qwen3-32B,ukr,500,500,500,466,34,0
logs/2026-07-24T13-35-00-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-est@refs-pr-16-synthetic-est_3RyacdajK3rgqyig5xV34g.eval,vllm/Qwen/Qwen3-32B,est,500,500,500,457,43,0
logs/2026-07-24T16-42-01-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-dan@refs-pr-16-synthetic-dan_KyZEWjZzfZb2aHYQc5braA.eval,vllm/Qwen/Qwen3-32B,dan,500,500,500,457,43,0
logs/2026-07-24T16-42-01-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-deu@refs-pr-16-synthetic-deu_YtPfcQjrRaoJ7XzdJzx4EV.eval,vllm/Qwen/Qwen3-32B,deu,500,500,500,444,56,0
logs/2026-07-24T16-42-01-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-eng@refs-pr-16-synthetic-eng_JhgAyZmxq6DyzyrpbfMpBn.eval,vllm/Qwen/Qwen3-32B,eng,500,500,500,477,23,0
logs/2026-07-24T16-42-01-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-isl@refs-pr-16-synthetic-isl_JrCEXgpmMrzh3RuUER2Mb6.eval,vllm/Qwen/Qwen3-32B,isl,500,500,500,433,67,0
logs/2026-07-24T16-42-02-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-ara@refs-pr-16-synthetic-ara_bj8QGA9s8afCbMzGdSNPru.eval,vllm/Qwen/Qwen3-32B,ara,500,500,500,475,25,0
logs/2026-07-24T16-42-02-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-fra@refs-pr-16-synthetic-fra_YZA95GBYoLASNgVLBiZ54t.eval,vllm/Qwen/Qwen3-32B,fra,500,500,500,451,49,0
logs/2026-07-24T16-42-02-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-hin@refs-pr-16-synthetic-hin_QuEZgSamHmAvWnXM7UNV3S.eval,vllm/Qwen/Qwen3-32B,hin,500,500,500,446,54,0
logs/2026-07-24T16-42-02-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-ita@refs-pr-16-synthetic-ita_YfyUKXMj4d3yugLgdSufuX.eval,vllm/Qwen/Qwen3-32B,ita,500,500,500,460,40,0
logs/2026-07-24T16-42-02-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-mar@refs-pr-16-synthetic-mar_8Ddgs7dX584THE5cPBXTdo.eval,vllm/Qwen/Qwen3-32B,mar,500,500,500,438,62,0
logs/2026-07-24T16-42-02-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-nld@refs-pr-16-synthetic-nld_bCW758LGszK2zhbYP8QXdw.eval,vllm/Qwen/Qwen3-32B,nld,500,500,500,456,44,0
logs/2026-07-24T16-42-02-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-rus@refs-pr-16-synthetic-rus_F4MjhrDvC6EtqDzNx5kxXp.eval,vllm/Qwen/Qwen3-32B,rus,500,500,500,438,62,0
logs/2026-07-24T16-42-03-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-est@refs-pr-16-synthetic-est_aJjCt3BdscmXzNuTDfL2rx.eval,vllm/Qwen/Qwen3-32B,est,500,500,500,451,49,0
logs/2026-07-24T16-42-03-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-jpn@refs-pr-16-synthetic-jpn_8nPLzY2HQKT9pxtiTWbHcR.eval,vllm/Qwen/Qwen3-32B,jpn,500,500,500,450,50,0
logs/2026-07-24T16-42-03-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-ukr@refs-pr-16-synthetic-ukr_hYHrXnXQi64gVd9sBCjuMM.eval,vllm/Qwen/Qwen3-32B,ukr,500,500,500,462,38,0
logs/2026-07-24T16-42-03-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-zho@refs-pr-16-synthetic-zho_S2F4X4M7d5iSyDsJk4JVzF.eval,vllm/Qwen/Qwen3-32B,zho,500,500,500,462,38,0
logs/2026-07-24T17-41-54-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-dan@refs-pr-16-synthetic-dan_XAsZ7Ni5bA9DaeC3K4XcXz.eval,vllm/Qwen/Qwen3.5-0.8B,dan,500,21,21,0,21,0
logs/2026-07-24T17-41-54-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-eng@refs-pr-16-synthetic-eng_PtuEcpDwmq5yWA5xY6pw98.eval,vllm/Qwen/Qwen3.5-0.8B,eng,500,26,26,4,22,0
logs/2026-07-24T17-41-55-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-ara@refs-pr-16-synthetic-ara_PMzvCqB2T85zxvvyNr6z7P.eval,vllm/Qwen/Qwen3.5-0.8B,ara,500,7,7,0,7,0
logs/2026-07-24T17-41-55-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-deu@refs-pr-16-synthetic-deu_PGEwASxE9RcwUJfdXXWHcm.eval,vllm/Qwen/Qwen3.5-0.8B,deu,500,10,10,1,9,0
logs/2026-07-24T17-41-55-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-fra@refs-pr-16-synthetic-fra_o3aMeDRqH4o3BNSfPw88ng.eval,vllm/Qwen/Qwen3.5-0.8B,fra,500,10,10,1,9,0
logs/2026-07-24T17-41-55-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-hin@refs-pr-16-synthetic-hin_ZuHEZJQZKso3376iRPDrtG.eval,vllm/Qwen/Qwen3.5-0.8B,hin,500,11,11,0,11,0
logs/2026-07-24T17-41-55-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-isl@refs-pr-16-synthetic-isl_AgQoLpQRdMBrE9QVuyzQ2n.eval,vllm/Qwen/Qwen3.5-0.8B,isl,500,18,18,0,18,0
logs/2026-07-24T17-41-55-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-mar@refs-pr-16-synthetic-mar_XpYCbGvX3LbhrLeb6yX3CQ.eval,vllm/Qwen/Qwen3.5-0.8B,mar,500,5,5,0,5,0
logs/2026-07-24T17-41-56-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-est@refs-pr-16-synthetic-est_DXudSLFBTJMqmT2r3AgYwv.eval,vllm/Qwen/Qwen3.5-0.8B,est,500,13,13,0,13,0
logs/2026-07-24T17-41-56-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-ita@refs-pr-16-synthetic-ita_nGVwWN94YrTrmXGPxPQNwV.eval,vllm/Qwen/Qwen3.5-0.8B,ita,500,10,10,1,9,0
logs/2026-07-24T17-41-56-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-jpn@refs-pr-16-synthetic-jpn_Ph9b6KcpVdoYzbZ97NpAjL.eval,vllm/Qwen/Qwen3.5-0.8B,jpn,500,21,21,1,20,0
logs/2026-07-24T17-41-56-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-nld@refs-pr-16-synthetic-nld_AFxettTjkAcrsmbCqJ3UhX.eval,vllm/Qwen/Qwen3.5-0.8B,nld,500,15,15,0,15,0
logs/2026-07-24T17-41-56-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-rus@refs-pr-16-synthetic-rus_7ooCYSnnep3YBVid9j7kZt.eval,vllm/Qwen/Qwen3.5-0.8B,rus,500,11,11,0,11,0
logs/2026-07-24T17-41-56-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-ukr@refs-pr-16-synthetic-ukr_hKZWwvDn6NJ9YFnmdMk4wx.eval,vllm/Qwen/Qwen3.5-0.8B,ukr,500,18,19,0,19,0
logs/2026-07-24T17-41-56-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-zho@refs-pr-16-synthetic-zho_EiRZaZwvoPzZHGLDgeZuqp.eval,vllm/Qwen/Qwen3.5-0.8B,zho,500,54,54,6,48,0
logs/2026-07-24T21-58-36-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-dan@refs-pr-16-synthetic-dan_YWKpRdJeRQ4PJMs42RXfkm.eval,vllm/Qwen/Qwen3.5-0.8B,dan,500,457,465,25,440,0
logs/2026-07-24T21-58-36-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-deu@refs-pr-16-synthetic-deu_AGjeiAJsmJF4ToAA3MnbbF.eval,vllm/Qwen/Qwen3.5-0.8B,deu,500,482,482,47,435,0
logs/2026-07-24T21-58-36-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-eng@refs-pr-16-synthetic-eng_WUL4Go9wNjir8gKqFFyhdw.eval,vllm/Qwen/Qwen3.5-0.8B,eng,500,493,493,228,265,0
logs/2026-07-24T21-58-36-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-hin@refs-pr-16-synthetic-hin_ai3BAjyqwniiEEKViYj923.eval,vllm/Qwen/Qwen3.5-0.8B,hin,500,248,293,1,292,0
logs/2026-07-24T21-58-36-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-isl@refs-pr-16-synthetic-isl_gMb3odHgac7Ga2wrJGHJWs.eval,vllm/Qwen/Qwen3.5-0.8B,isl,500,446,457,8,449,0
logs/2026-07-24T21-58-37-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-fra@refs-pr-16-synthetic-fra_VQA8nvwLZDbZaWfuk7jQUm.eval,vllm/Qwen/Qwen3.5-0.8B,fra,500,480,482,69,413,0
logs/2026-07-24T21-58-37-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-ita@refs-pr-16-synthetic-ita_RzKEDsEJVJjBjj2hr7NsyE.eval,vllm/Qwen/Qwen3.5-0.8B,ita,500,470,473,62,411,0
logs/2026-07-24T21-58-37-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-jpn@refs-pr-16-synthetic-jpn_S7Yy69ecdd9ejq9qzvWfju.eval,vllm/Qwen/Qwen3.5-0.8B,jpn,500,462,476,53,423,0
logs/2026-07-24T21-58-37-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-nld@refs-pr-16-synthetic-nld_6cGbwy9Qa7Eyizy4oEBpeu.eval,vllm/Qwen/Qwen3.5-0.8B,nld,500,465,470,61,409,0
logs/2026-07-24T21-58-37-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-rus@refs-pr-16-synthetic-rus_gxXnbYtCgSxLT2v6g5t5f8.eval,vllm/Qwen/Qwen3.5-0.8B,rus,500,475,476,49,427,0
logs/2026-07-24T21-58-37-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-zho@refs-pr-16-synthetic-zho_URFtbHFUo9HgyyuAwambHz.eval,vllm/Qwen/Qwen3.5-0.8B,zho,500,498,498,120,378,0
logs/2026-07-24T21-58-38-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-est@refs-pr-16-synthetic-est_Y34yTW7v6av5vWSpeeZhtE.eval,vllm/Qwen/Qwen3.5-0.8B,est,500,446,456,11,445,0
logs/2026-07-25T02-18-06-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-dan@refs-pr-16-synthetic-dan_gsGKHxkY2WweZGVAWnntPy.eval,vllm/Qwen/Qwen3.5-4B,dan,500,499,499,461,38,0
logs/2026-07-25T02-18-06-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-eng@refs-pr-16-synthetic-eng_A83CxSk2GMYQ9TWbmk7sUF.eval,vllm/Qwen/Qwen3.5-4B,eng,500,498,500,490,10,0
logs/2026-07-25T02-18-07-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-ara@refs-pr-16-synthetic-ara_55nm2ebjADE2FSejVBBrZC.eval,vllm/Qwen/Qwen3.5-4B,ara,500,499,500,463,37,0
logs/2026-07-25T02-18-07-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-deu@refs-pr-16-synthetic-deu_iinFNN6LwavBmRpgpC5Uik.eval,vllm/Qwen/Qwen3.5-4B,deu,500,499,499,455,44,0
logs/2026-07-25T02-18-07-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-hin@refs-pr-16-synthetic-hin_czoKVk8osyeG4PiuJ5mw6t.eval,vllm/Qwen/Qwen3.5-4B,hin,500,499,500,421,79,0
logs/2026-07-25T02-18-07-00-00_hf-danish-foundation-models-multilingual-gsm-symbolic-synthetic-isl@refs-pr-16-synthetic-isl_FYPcmRGBhgojFbvQkQGy7W.eval,vllm/Qwen/Qwen3.5-4B,isl,500,496,498,433,65,0
