model,base_model,reasoning,family,language,puzzle,truncated,n_correct_cells,n_cells,solved,params_b,log10_resource
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,447,0,1,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,387,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,396,0,3,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,674,0,2,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,639,0,1,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,581,0,4,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,859,0,4,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,13,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,599,0,2,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,40,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,397,0,4,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,494,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,112,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,381,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,713,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,122,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,715,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,880,0,6,6,1,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,242,0,2,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,661,0,3,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,399,0,4,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,725,0,3,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,729,0,3,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,96,0,2,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,273,0,2,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,809,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,528,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,949,0,4,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,1012,0,4,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,348,0,2,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,903,0,3,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,764,0,4,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,300,0,3,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,106,0,2,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,1009,0,2,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,978,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,570,0,4,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,592,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,67,0,1,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,382,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,752,0,4,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,973,0,6,6,1,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,569,0,4,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,144,0,4,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,889,0,6,6,1,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,134,0,1,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,243,0,4,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,363,0,2,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,1003,0,3,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,967,0,3,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,327,0,4,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,356,0,4,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,29,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,316,0,4,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,934,0,2,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,335,0,5,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,845,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,870,0,4,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,608,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,836,0,4,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,168,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,367,0,2,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,679,0,2,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,785,0,2,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,457,0,4,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,291,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,864,0,2,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,1007,0,2,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,346,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,937,0,3,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,808,0,2,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,980,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,692,0,4,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,705,0,4,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,486,0,4,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,605,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,797,0,4,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,654,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,101,0,2,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,894,0,4,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,1021,0,2,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,37,0,2,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,279,0,3,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,571,0,2,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,1014,0,6,6,1,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,514,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,350,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,730,0,3,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,1015,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,23,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,508,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,276,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,301,0,6,6,1,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,854,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,703,0,2,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,938,0,3,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,600,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,553,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,322,0,5,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,868,0,4,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,686,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,770,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,974,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,643,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,343,0,4,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,604,0,2,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,86,0,6,6,1,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,195,0,2,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,303,0,2,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,78,0,4,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,512,0,2,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,63,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,942,0,5,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,901,0,6,6,1,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,409,0,2,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,169,0,1,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,588,0,6,6,1,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,856,0,4,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,461,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,758,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,1011,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,831,0,4,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,968,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,873,0,2,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,787,0,2,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,572,0,3,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,329,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,969,0,2,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,718,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,170,0,1,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,972,0,2,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,912,0,4,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,463,0,4,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,516,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,857,0,2,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,492,0,2,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,218,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,407,0,2,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,91,0,2,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,176,0,4,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,221,0,1,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,390,0,3,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,1023,0,6,6,1,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,815,0,1,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,174,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,474,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,418,0,4,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,653,0,2,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,477,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,911,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,566,0,2,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,669,0,1,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,936,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,634,0,4,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,751,0,4,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,229,0,6,6,1,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,42,0,3,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,184,0,2,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,869,0,4,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,58,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,372,0,6,6,1,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,753,0,2,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,30,0,1,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,191,0,2,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,590,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,589,0,4,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,511,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,538,0,3,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,958,0,3,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,1005,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,220,0,2,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,897,0,2,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,428,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,591,0,3,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,3,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,693,0,4,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,502,0,2,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,992,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,710,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,919,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,716,0,6,6,1,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,941,0,2,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,959,0,4,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,985,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,656,0,3,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,593,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,366,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,597,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,104,0,3,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,627,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,237,0,2,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,541,0,6,6,1,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,762,0,2,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,239,0,1,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,930,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,7,0,2,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,902,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,113,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,139,0,5,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,359,0,2,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,14,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,319,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,351,0,2,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,1001,0,4,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,794,0,3,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,114,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,60,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,663,0,4,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,338,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,206,0,4,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,771,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,587,0,2,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,462,0,1,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,253,0,4,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,796,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,68,0,1,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,1019,0,2,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,675,0,3,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,672,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,370,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,247,0,4,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,194,0,2,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,321,0,2,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,5,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,829,0,2,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,219,0,2,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,543,0,0,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,860,0,4,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,128,0,4,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,792,0,5,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,971,0,2,6,0,4.66,5.8904
Qwen3.5-4B (reasoning off),Qwen3.5-4B,off,Qwen3.5,isl,895,0,4,6,0,4.66,5.8904
